,date,year,month,SIE,AO,BS,CS,ESS,LS,KS,BNS,GS,CA,HB,BB
258,2013-04-16,2013,4,13140000,2277500,988750,1206250,1224375,797500,969375,582500,510000,1129375,1093125,894375
259,2013-04-17,2013,4,13111250,2276875,988750,1206250,1222500,796875,960625,558125,512500,1127500,1095625,918750
260,2013-04-18,2013,4,13066250,2278750,988750,1206250,1225000,793125,961250,552500,510000,1133125,1110000,920000
261,2013-04-19,2013,4,13016250,2276875,988750,1206250,1223750,777500,939375,566250,520625,1131875,1116250,940625
262,2013-04-20,2013,4,13023125,2276875,988750,1206250,1223125,771250,949375,576250,509375,1132500,1117500,952500
263,2013-04-21,2013,4,13031875,2276875,988750,1206250,1221875,784375,956250,585000,496875,1131875,1118125,946250
264,2013-04-22,2013,4,12998750,2277500,988750,1205000,1222500,797500,963125,548750,495625,1133125,1107500,965000
265,2013-04-23,2013,4,12858750,2277500,988750,1203125,1225000,797500,962500,491875,485000,1135000,1101875,957500
266,2013-04-24,2013,4,12680625,2277500,988750,1202500,1225000,797500,923125,424375,478750,1131875,1114375,933125
267,2013-04-25,2013,4,12543125,2276250,988750,1201250,1225000,796875,895625,373750,484375,1131250,1111875,883125
268,2013-04-26,2013,4,12478750,2275000,988750,1202500,1223125,795000,893125,347500,496250,1126250,1106875,888125
269,2013-04-27,2013,4,12453750,2275000,988750,1206250,1222500,796875,898125,334375,498125,1124375,1106250,903125
270,2013-04-28,2013,4,12382500,2275625,988750,1206250,1224375,795000,888750,330000,491250,1126875,1105625,868125
271,2013-04-29,2013,4,12313125,2272500,988750,1206250,1225000,788125,876250,329375,491250,1124375,1082500,865000
272,2013-04-30,2013,4,12250625,2270625,988750,1206250,1223750,771250,875000,329375,496250,1124375,1057500,850625
273,2013-05-01,2013,5,12111875,2271250,988750,1206250,1223125,736875,886875,307500,503125,1123750,1032500,795000
274,2013-05-02,2013,5,12112500,2274375,988750,1205000,1218750,722500,890000,308125,504375,1111250,1097500,776875
275,2013-05-03,2013,5,12105625,2273750,988750,1205625,1208750,727500,868750,320625,500000,1109375,1081250,806250
276,2013-05-04,2013,5,12104375,2275000,988750,1205625,1211250,726875,862500,310625,494375,1125000,1075000,828750
277,2013-05-05,2013,5,12010000,2275625,988750,1206250,1210625,728125,855000,311250,469375,1130625,1083125,789375
278,2013-05-06,2013,5,11977500,2276250,988750,1206250,1209375,731875,853750,325625,458750,1128750,1085000,801875
279,2013-05-07,2013,5,11978125,2278750,988750,1205000,1214375,737500,860000,317500,463750,1128750,1091250,780625
280,2013-05-08,2013,5,11940000,2276875,988750,1202500,1216875,738125,861875,294375,470000,1123750,1098125,798125
281,2013-05-09,2013,5,11903750,2276875,988750,1195625,1220625,734375,860000,308750,471875,1120625,1076250,755000
282,2013-05-10,2013,5,11883750,2278125,988750,1192500,1224375,732500,864375,308750,473125,1123750,1078750,747500
283,2013-05-15,2013,5,11623750,2276875,988750,1201250,1223750,683750,806875,294375,438125,1115625,1026875,766250
284,2013-05-16,2013,5,11615000,2277500,988750,1203750,1225000,693125,802500,299375,434375,1128750,1000000,773125
285,2013-05-17,2013,5,11504375,2278125,988125,1205000,1225000,694375,791875,278125,431250,1104375,997500,753125
286,2013-05-18,2013,5,11425000,2278750,985625,1206250,1225000,703125,791875,250625,430000,1101875,981875,752500
287,2013-05-19,2013,5,11353750,2276875,976875,1202500,1225000,722500,780625,235000,428750,1095625,975625,768125
288,2013-05-20,2013,5,11318750,2278750,981250,1198750,1225000,730625,780000,240000,423750,1095625,1015625,728750
289,2013-05-21,2013,5,11252500,2272500,983750,1191875,1225000,722500,773750,238750,430625,1096250,1008750,725000
290,2013-05-22,2013,5,11213750,2276250,984375,1190000,1225000,715625,780000,236875,430000,1086250,1007500,719375
291,2013-05-23,2013,5,11193750,2278125,979375,1188750,1216875,715625,789375,242500,422500,1075000,995000,738125
292,2013-05-24,2013,5,11101250,2277500,976875,1183125,1213750,716875,796875,232500,417500,1051250,982500,728750
293,2013-05-25,2013,5,11079375,2276875,971875,1180625,1218750,718125,812500,230625,417500,1051250,963125,716250
294,2013-05-26,2013,5,10991875,2278125,971875,1180000,1213750,705625,813750,236250,415625,1038750,955000,700625
295,2013-05-27,2013,5,10990000,2278750,965625,1177500,1215000,701875,822500,241250,407500,1040000,962500,705000
296,2013-05-28,2013,5,10923750,2278125,968750,1177500,1215000,693750,802500,238125,395000,1040625,957500,711875
297,2013-05-29,2013,5,10860000,2278125,969375,1173750,1213750,698750,790000,236250,386875,1034375,943125,710625
298,2013-05-30,2013,5,10800625,2278125,971250,1168750,1212500,693750,789375,227500,384375,1029375,930625,704375
299,2013-05-31,2013,5,10713125,2278125,971875,1165000,1217500,686875,786250,212500,384375,1025000,923125,679375
300,2013-06-01,2013,6,10667500,2278750,978125,1160625,1213750,686250,773750,225000,374375,1016250,913750,678750
301,2013-06-02,2013,6,10560625,2278125,982500,1148750,1205000,683125,771875,213125,370000,999375,900625,673750
302,2013-06-03,2013,6,10543125,2278125,981875,1153750,1221250,680000,770000,202500,369375,1005000,876875,668750
303,2013-06-04,2013,6,10470625,2278125,986875,1158125,1221875,677500,758750,171875,373750,993125,851250,668750
304,2013-06-05,2013,6,10274375,2248125,985625,1156250,1224375,680000,736250,167500,358750,930625,831250,640625
305,2013-06-06,2013,6,10178750,2240000,984375,1145625,1223125,679375,746875,161250,344375,926875,798750,624375
306,2013-06-07,2013,6,10167500,2265000,985625,1135625,1223125,668750,731875,171875,351875,938750,785625,616875
307,2013-06-08,2013,6,10181250,2263750,985625,1132500,1218750,665625,753750,187500,368750,925000,776250,623125
308,2013-06-09,2013,6,10071875,2268750,986875,1126250,1209375,663750,755000,182500,367500,900625,756875,598750
309,2013-06-10,2013,6,10044375,2268125,979375,1113125,1191875,657500,738750,193125,363125,958125,745000,596250
310,2013-06-11,2013,6,9913750,2269375,978750,1100000,1183750,636250,721250,192500,356250,958125,701250,577500
311,2013-06-12,2013,6,9820000,2271250,983750,1106875,1178125,616250,717500,203125,303125,936250,692500,576875
312,2013-06-13,2013,6,9765000,2274375,975625,1096875,1138125,593750,710625,208750,319375,948750,675000,593750
313,2013-06-14,2013,6,9570000,2276250,956250,1091250,1141250,492500,706250,207500,310000,938125,640000,578125
314,2013-06-15,2013,6,9448125,2276875,976250,1084375,1025000,483750,686875,210000,323125,942500,651875,570000
315,2013-06-16,2013,6,9287500,2278125,943125,1076875,1003750,478750,656875,213750,335625,896250,640000,552500
316,2013-06-17,2013,6,9190625,2278125,972500,1073125,1019375,478750,667500,190000,285625,860000,632500,527500
317,2013-06-18,2013,6,9052500,2277500,979375,1060000,981875,489375,633750,165625,264375,926250,572500,502500
318,2013-06-19,2013,6,9150625,2266250,980000,1048750,1146250,566875,603125,169375,236875,943750,503750,486875
319,2013-06-20,2013,6,9119375,2271250,980625,1039375,1175625,541875,596875,166250,245000,890000,526250,475625
320,2013-06-21,2013,6,8898125,2276875,975625,1043125,1181875,541875,593750,159375,197500,845000,457500,445000
321,2013-06-22,2013,6,8788125,2276875,980000,1029375,1183750,551250,594375,145625,166875,880625,431250,379375
322,2013-06-23,2013,6,8746875,2271250,978125,1026250,1192500,556250,558750,122500,171875,861875,439375,413125
323,2013-06-24,2013,6,8619375,2272500,969375,1028750,1194375,543125,508750,150000,195000,790625,432500,392500
324,2013-06-25,2013,6,8417500,2268750,976250,1010625,1186875,514375,489375,151875,181875,771875,360625,373750
325,2013-06-26,2013,6,8483750,2277500,967500,999375,1176875,497500,498125,145625,186250,892500,389375,331875
326,2013-06-27,2013,6,8093750,2276250,960625,973125,1165625,491250,479375,141250,150625,873125,197500,276875
327,2013-06-28,2013,6,8022500,2269375,956250,919375,1185000,499375,514375,113125,111875,764375,335625,248750
328,2013-06-29,2013,6,7880625,2274375,931875,936875,1185000,504375,484375,116875,125000,738125,248750,240625
329,2013-06-30,2013,6,7596875,2274375,947500,912500,1175000,495625,432500,108125,96875,610000,248750,216875
330,2013-07-01,2013,7,7538750,2255000,949375,871250,1176875,496875,410000,75625,106875,800625,106875,220000
331,2013-07-02,2013,7,7403125,2242500,921250,851875,1170625,488125,373125,81250,113750,837500,55625,204375
332,2013-07-03,2013,7,7400000,2270000,905625,862500,1165625,474375,376875,108750,103125,815000,143125,115625
333,2013-07-04,2013,7,7301250,2272500,910000,844375,1155000,460625,361875,104375,95625,827500,62500,148750
334,2013-07-05,2013,7,7139375,2261250,898750,837500,1147500,460000,332500,78750,90000,788750,58750,143125
335,2013-07-06,2013,7,6963750,2250000,893750,823750,1145000,440000,325625,67500,81250,723750,55625,126250
336,2013-07-07,2013,7,6849375,2228750,890625,800000,1131250,432500,331875,43750,75625,706875,73750,110625
337,2013-07-08,2013,7,6754375,2208125,901875,790625,1108125,431875,324375,40000,82500,667500,67500,105625
338,2013-07-09,2013,7,6630000,2203750,867500,753750,1066875,413125,310625,41250,92500,706250,40000,116250
339,2013-07-10,2013,7,6555000,2219375,870000,810625,1023750,386250,292500,42500,98125,697500,27500,70000
340,2013-07-11,2013,7,6513125,2245000,858125,806250,980000,376875,271875,46875,91875,723125,31875,74375
341,2013-07-12,2013,7,6482500,2240000,874375,801875,980625,385625,254375,58750,103125,701250,20000,56875
342,2013-07-13,2013,7,6368750,2245625,842500,760000,970000,370625,242500,58750,93125,685625,37500,53750
343,2013-07-14,2013,7,6213125,2244375,861250,726875,948750,338750,224375,61875,80625,646875,16875,51875
344,2013-07-15,2013,7,6113750,2230000,852500,673125,911250,310000,213125,56875,105625,667500,30625,59375
345,2013-07-16,2013,7,5880000,2186875,843750,628750,869375,254375,183125,56250,106250,668750,20625,60625
346,2013-07-17,2013,7,5730000,2178750,820625,581250,839375,252500,184375,56875,106875,643125,17500,46250
347,2013-07-18,2013,7,5678125,2173750,798125,522500,821250,272500,179375,55000,91875,695625,16875,48750
348,2013-07-19,2013,7,5632500,2198750,774375,541875,753125,272500,191875,65625,85000,681875,24375,40000
349,2013-07-20,2013,7,5578125,2200625,763125,487500,755000,291250,190625,55000,92500,681250,24375,23750
350,2013-07-21,2013,7,5425000,2151250,742500,433125,780625,297500,179375,28750,67500,696250,18750,26875
351,2013-07-22,2013,7,5390000,2146875,717500,465000,778750,283750,166875,26250,73750,693750,11250,23125
352,2013-07-23,2013,7,5365000,2121875,635000,550000,783125,251875,159375,30625,79375,710000,13125,30000
353,2013-07-24,2013,7,5311875,2098750,762500,577500,736250,251250,160000,35000,82500,566875,13125,26875
354,2013-07-25,2013,7,5165000,2052500,750000,544375,677500,254375,171250,28750,91250,574375,10625,10000
355,2013-07-26,2013,7,5314375,2103125,769375,602500,726250,274375,158750,29375,92500,532500,9375,15625
356,2013-07-27,2013,7,5354375,2142500,808125,573125,695000,266875,136875,26875,91875,595000,8750,9375
357,2013-07-28,2013,7,5212500,2173750,737500,480000,688750,283125,146250,23125,80000,581875,7500,8125
358,2013-07-29,2013,7,5205625,2173125,681250,487500,645000,283750,148125,31250,91875,641875,8125,13125
359,2013-07-30,2013,7,5286250,2175000,741875,494375,730000,276875,135625,23750,84375,606250,4375,13125
360,2013-07-31,2013,7,5332500,2163125,718750,550625,743750,281250,126250,30000,91875,608750,3750,13125
361,2013-08-01,2013,8,5347500,2156250,798125,549375,738750,263750,133750,24375,98125,564375,7500,11250
362,2013-08-02,2013,8,5123750,2118750,669375,537500,743750,269375,126875,25625,79375,535000,8125,10000
363,2013-08-03,2013,8,5108125,2122500,648750,556875,761250,240000,117500,26875,72500,549375,3750,8750
364,2013-08-04,2013,8,5181875,2143125,640625,568750,816875,241875,96250,28125,92500,540625,1875,7500
365,2013-08-05,2013,8,5070625,2127500,630625,545000,821875,235625,96250,27500,97500,475000,3125,10000
366,2013-08-06,2013,8,4951250,2160625,600000,552500,711250,266875,108750,23750,87500,425000,5000,7500
367,2013-08-07,2013,8,4817500,2153125,647500,478750,684375,273750,100625,21875,61875,377500,4375,8750
368,2013-08-08,2013,8,4838750,2093750,588750,501875,741250,271875,85000,21250,88750,438750,1875,5000
369,2013-08-09,2013,8,4868750,2085625,567500,512500,733125,266250,81875,27500,87500,490000,1250,10625
370,2013-08-10,2013,8,4793125,2115625,601250,513750,697500,247500,88750,32500,80000,409375,0,6875
371,2013-08-11,2013,8,4708125,2128125,550625,489375,673125,252500,91250,40000,81250,394375,625,5625
372,2013-08-12,2013,8,4705625,2124375,597500,468750,683750,253125,88750,40625,88125,350000,0,10000
373,2013-08-13,2013,8,4701875,2140625,562500,441875,659375,267500,76875,41250,93750,405000,0,10000
374,2013-08-14,2013,8,4529375,2087500,533750,438750,655625,265000,71250,40625,88750,334375,0,13750
375,2013-08-15,2013,8,4481250,2028750,537500,441250,651875,249375,60625,33125,91250,376250,0,10625
376,2013-08-16,2013,8,4521250,2013125,568750,443125,634375,242500,58125,29375,92500,424375,0,12500
377,2013-08-17,2013,8,4480000,1965000,623750,446250,611250,232500,50000,28750,76250,432500,1250,10625
378,2013-08-18,2013,8,4496875,2006250,642500,443750,616875,220625,43125,24375,56875,425625,1875,12500
379,2013-08-19,2013,8,4460000,1993750,644375,442500,603125,216875,38125,20000,67500,421250,0,12500
380,2013-08-20,2013,8,4363125,1871875,666875,419375,607500,215625,38750,20625,90000,416250,0,13750
381,2013-08-21,2013,8,4347500,1946875,660000,361250,580000,218125,42500,18125,90625,414375,0,15000
382,2013-08-22,2013,8,4389375,1952500,664375,363125,568750,232500,41875,20625,105625,416250,0,14375
383,2013-08-23,2013,8,4296250,1856875,683750,418125,529375,234375,41875,18750,87500,408750,0,15000
384,2013-08-24,2013,8,4226875,1767500,691250,383125,567500,227500,42500,21875,95625,415625,0,14375
385,2013-08-25,2013,8,4123125,1803750,685000,345625,543125,203125,36875,22500,67500,402500,0,13125
386,2013-08-26,2013,8,4070000,1767500,691250,363750,543125,193125,39375,15625,51875,386875,0,10000
387,2013-08-27,2013,8,4006875,1739375,700625,355000,521875,188125,30000,13750,51875,384375,0,10000
388,2013-08-28,2013,8,3943125,1713125,700000,354375,521250,166875,28750,7500,54375,387500,0,8750
389,2013-08-29,2013,8,4095000,1838125,695625,359375,568750,135625,20000,5625,75625,384375,0,8125
390,2013-08-30,2013,8,4075625,1799375,685000,366875,588750,135000,19375,4375,83125,385000,0,8750
391,2013-08-31,2013,8,4011250,1724375,678750,377500,582500,126875,21875,6875,86875,395000,0,8750
392,2013-09-01,2013,9,3966250,1693125,699375,385000,559375,122500,22500,9375,80625,381875,0,11250
393,2013-09-02,2013,9,3965000,1706250,705000,389375,556875,106250,16875,10000,63750,391875,0,17500
394,2013-09-03,2013,9,3863125,1656250,699375,380625,543750,103125,15625,10625,56250,381250,0,14375
395,2013-09-04,2013,9,3909375,1727500,697500,375000,541875,99375,18125,8125,50625,377500,0,13750
396,2013-09-05,2013,9,3972500,1741875,710625,390625,526250,100000,24375,8750,68750,387500,0,12500
397,2013-09-06,2013,9,3961875,1664375,711250,426250,538750,96875,27500,11250,79375,393125,0,13125
398,2013-09-07,2013,9,3931875,1628125,716250,424375,533125,93750,23750,11875,89375,388750,0,14375
399,2013-09-08,2013,9,3856250,1603750,723750,415625,523125,88125,25000,11250,71875,381875,0,11875
400,2013-09-09,2013,9,3875625,1646875,718750,397500,518750,76250,25000,11250,84375,385000,0,11250
401,2013-09-10,2013,9,3905625,1668750,714375,400000,516875,68750,28125,11250,88750,395625,0,12500
402,2013-09-11,2013,9,3931875,1716875,702500,410625,517500,63125,29375,10000,86875,385000,0,9375
403,2013-09-12,2013,9,3968750,1745625,700625,414375,515625,53750,31250,8125,86875,396250,0,10625
404,2013-09-13,2013,9,3995000,1761250,703125,420000,518125,48125,32500,4375,70000,425625,0,11875
405,2013-09-14,2013,9,4026875,1791250,695000,433125,516250,36875,32500,0,51250,454375,0,15000
406,2013-09-15,2013,9,4086875,1793125,706250,451875,514375,31875,26875,1250,81875,457500,0,21875
407,2013-09-16,2013,9,4057500,1756250,708750,465625,510000,29375,25625,2500,80000,455000,0,21875
408,2013-09-17,2013,9,4100000,1753125,726250,485625,505000,19375,22500,1875,92500,475625,0,18125
409,2013-09-18,2013,9,4121250,1777500,722500,493125,498750,10625,21875,625,88750,486250,0,21250
410,2013-09-19,2013,9,4173125,1781250,720625,502500,501875,11875,23750,625,91250,514375,0,21250
411,2013-09-20,2013,9,4098125,1676250,715625,512500,524375,15625,22500,0,75625,526875,0,22500
412,2013-09-21,2013,9,4168750,1746250,701875,519375,545000,18125,21250,0,65000,525000,0,22500
413,2013-09-22,2013,9,4060625,1665625,694375,530000,555625,20000,21250,1250,61250,488750,0,22500
414,2013-09-23,2013,9,4178125,1720000,691875,538750,598125,33750,22500,1250,81250,468750,0,20625
415,2013-09-24,2013,9,4354375,1838750,693125,533750,635625,58750,21875,1875,67500,481875,0,21250
416,2013-09-25,2013,9,4440000,1901875,689375,528125,658750,66250,24375,3125,61875,484375,0,21875
417,2013-09-26,2013,9,4515000,1939375,680000,527500,686875,88125,23750,4375,76875,466250,0,21875
418,2013-09-27,2013,9,4540625,1925625,685000,526250,726875,102500,26250,5000,76875,444375,0,21875
419,2013-09-28,2013,9,4523125,1878125,690625,528750,744375,114375,27500,2500,66875,447500,0,21875
420,2013-09-29,2013,9,4593750,1932500,690625,537500,749375,128750,28125,1875,49375,453125,0,22500
